id,code,name,price,up_down_rate,up_down,up_rate,change_rate,quantity_rate,amplitude_rate,transaction,circulating,circulation_market,pe_ratio
276,688698,伟创电气,33.95,5.11,1.65,0.24,4.53,0.9,6.66,6917.92万,4590.15万,15.58亿,28.74
277,2317,众生药业,16.26,5.11,0.79,0,6.86,1.61,6.72,7.88亿,7.23亿,117.53亿,33.27
278,301129,瑞纳智能,30.26,5.11,1.47,0.03,3.46,1.06,5.8,3701.52万,3620.25万,10.95亿,897.94
279,601900,南方传媒,15.86,5.1,0.77,0,2.19,2.24,6.1,3.08亿,8.96亿,142.09亿,17.28
280,300811,铂科新材,44.49,5.1,2.16,0,1.7,1.42,6.26,1.16亿,1.56亿,69.50亿,32.99
281,301248,杰创智能,19.18,5.1,0.93,0.21,3.93,1.34,6.74,7291.39万,9888.75万,18.97亿,75.57
282,1380,华纬科技,31.98,5.09,1.55,0.03,4.92,1.15,5.49,4866.88万,3157.23万,10.10亿,32.14
283,300314,戴维医疗,15.27,5.09,0.74,0,3.26,1.81,9.02,9305.86万,1.89亿,28.91亿,23.96
284,603444,吉比特,373.68,5.08,18.08,-0.01,1.74,1.82,6.19,4.59亿,7204.11万,269.20亿,19.91
285,996,*ST中期,5.39,5.07,0.26,0,8.55,6.86,4.09,1.59亿,3.45亿,18.60亿,7019.2
286,603516,淳中科技,15.97,5.07,0.77,0.38,2.38,1.38,6.58,6911.28万,1.85亿,29.57亿,223.87
287,603189,网达软件,13.48,5.07,0.65,0.15,1.24,1.54,5.77,4408.95万,2.70亿,36.34亿,亏损
288,688248,南网科技,28.42,5.07,1.37,0,3.9,1.25,6.06,8867.49万,8131.20万,23.11亿,69.3
289,300248,新开普,9.17,5.04,0.44,0,2.4,1.87,5.73,8587.59万,3.97亿,36.40亿,亏损
290,835305,云创数据,13.99,5.03,0.67,0,1.56,1.71,4.73,1746.02万,8110.09万,11.35亿,亏损
291,603699,纽威股份,15.06,5.02,0.72,-0.07,0.65,2.11,4.67,7295.04万,7.49亿,112.81亿,16.76
292,2251,步 步 高,4.82,5.01,0.23,-0.21,5.03,2.14,8.93,2.08亿,8.64亿,41.64亿,亏损
293,601949,中国出版,9.22,5.01,0.44,0.11,2.07,2.04,5.81,3.44亿,18.23亿,168.03亿,35.01
294,688058,宝兰德,50.79,5,2.42,0.22,0.89,1.21,6.57,2499.49万,5600.00万,28.44亿,334.87
295,688619,罗普特,13.29,4.98,0.63,0.08,2.14,1.57,4.42,2503.80万,8952.20万,11.90亿,亏损
296,2517,恺英网络,12.45,4.97,0.59,0.08,3.43,1.98,6.91,8.07亿,19.06亿,237.24亿,18.5
297,564,ST大集,1.27,4.96,0.06,0,1.96,4.28,4.96,3.74亿,151.81亿,192.80亿,亏损
298,301123,奕东电子,22.25,4.95,1.05,0.18,2.56,1.57,5.52,4278.53万,7641.62万,17.00亿,253.45
299,688273,麦澜德,33.29,4.95,1.57,0.18,3.46,1.55,5.86,3755.88万,3333.26万,11.10亿,28.46
300,688017,绿的谐波,112.4,4.95,5.3,-0.01,1.62,1.43,5.34,2.07亿,1.16亿,130.10亿,187.19
301,838,财信发展,3.61,4.94,0.17,0,3.08,2.31,6.39,1.15亿,10.54亿,38.04亿,亏损
302,300567,精测电子,83,4.93,3.9,0,1.98,1.2,5.7,3.36亿,2.07亿,171.62亿,954.44
303,2927,泰永长征,12.98,4.93,0.61,0.31,1.99,1.74,5.25,5585.12万,2.21亿,28.64亿,27.89
304,2388,新亚制程,6.02,4.88,0.28,-0.17,3.27,0.99,6.62,9252.18万,4.78亿,28.78亿,83.19
305,681,视觉中国,14.65,4.87,0.68,0.07,3.67,2.08,5.23,3.58亿,6.75亿,98.88亿,56.47
306,301023,江南奕帆,41.39,4.87,1.92,0.17,2.56,1.33,5.6,2479.20万,2381.59万,9.86亿,42.52
307,688168,安博通,33,4.86,1.53,0,1.35,1.14,5.5,3344.71万,7629.27万,25.18亿,亏损
308,600228,返利科技,8.03,4.83,0.37,0.13,2.74,1.51,5.35,6045.51万,2.79亿,22.39亿,亏损
309,603533,掌阅科技,20.19,4.83,0.93,0,2,1.96,5.61,1.75亿,4.39亿,88.61亿,115.84
310,688030,山石网科,19.37,4.82,0.89,0.26,0.48,1.19,5.57,1647.65万,1.80亿,34.91亿,亏损
311,600633,浙数文化,13.73,4.81,0.63,0,4.67,1.31,7.02,7.96亿,12.66亿,173.78亿,13.74
312,300845,捷安高科,19.84,4.81,0.91,-0.05,2.05,1.51,5.23,4457.84万,1.11亿,22.08亿,121.02
313,601595,上海电影,20.94,4.8,0.96,0.14,2.48,1.79,5.36,2.29亿,4.48亿,93.85亿,71.27
314,300188,美亚柏科,16.17,4.8,0.74,0,1.58,1.44,5.31,1.82亿,7.24亿,117.11亿,亏损
315,301048,金鹰重工,11.58,4.8,0.53,0,6.64,1.54,5.34,1.01亿,1.33亿,15.44亿,22.35
316,301367,怡和嘉业,127.43,4.79,5.83,0.02,5.42,1.38,6.64,1.09亿,1600.00万,20.39亿,16.74
317,2362,汉王科技,22.52,4.79,1.03,0.04,6.51,1.82,6.75,3.00亿,2.07亿,46.62亿,亏损
318,603366,日出东方,6.13,4.79,0.28,-0.33,5.27,7.09,6.15,2.67亿,8.06亿,49.42亿,26.93
319,300351,永贵电器,12.52,4.77,0.57,0.16,3.42,1.26,4.43,1.10亿,2.58亿,32.33亿,34.9
320,688327,云从科技-UW,14.28,4.77,0.65,0,3,2.12,5.8,3.16亿,7.47亿,106.61亿,亏损
321,688246,嘉和美康,32.75,4.77,1.49,0.18,1.1,1.5,5.73,3514.26万,1.00亿,32.86亿,亏损
322,603556,海兴电力,25.28,4.77,1.15,0.08,0.72,1.8,5.84,8758.17万,4.89亿,123.54亿,14.13
323,301070,开勒股份,39.57,4.77,1.8,0.15,5.14,1.17,6.78,7050.57万,3504.59万,13.87亿,63.57
324,301082,久盛电气,17.23,4.74,0.78,0.17,2.99,1.47,4.86,3338.02万,6591.80万,11.36亿,37.05
325,300689,澄天伟业,21.01,4.74,0.95,-0.1,1.71,1.7,5.73,3537.23万,9961.71万,20.93亿,81.25
326,534,万泽股份,13.05,4.74,0.59,0.15,1.22,1.64,5.7,7694.49万,4.94亿,64.53亿,38.12
327,603421,鼎信通讯,10.42,4.72,0.47,-0.1,0.51,1.38,5.43,3381.91万,6.52亿,67.96亿,94.7
328,2241,歌尔股份,15.75,4.72,0.71,0,2.25,2.13,5.19,10.27亿,29.50亿,464.70亿,63.86
329,300684,中石科技,19.3,4.72,0.87,-0.05,6.56,0.75,6.46,2.26亿,1.82亿,35.12亿,78.19
330,2821,凯莱英,144.2,4.72,6.5,-0.01,2.39,1.13,6.17,11.15亿,3.28亿,473.12亿,15.8
331,601928,凤凰传媒,10.65,4.72,0.48,0.09,0.83,1.49,6.2,2.24亿,25.45亿,271.03亿,8.69
332,300539,横河精密,11.77,4.71,0.53,0.26,1.21,1.05,4.8,2399.42万,1.71亿,20.17亿,67.43
333,300170,汉得信息,8.9,4.71,0.4,0,3.35,1.93,5.76,2.76亿,9.40亿,83.68亿,142.38
334,300686,智动力,10.46,4.71,0.47,0,4.38,2.64,5.51,8949.00万,1.99亿,20.78亿,亏损
335,688229,博睿数据,41.91,4.7,1.88,-0.1,1.78,1.34,5.45,2147.36万,2937.21万,12.31亿,亏损
336,300449,汉邦高科,6.02,4.7,0.27,0.17,2.24,1.48,5.74,3926.19万,2.96亿,17.82亿,亏损
337,1301,尚太科技,49.27,4.7,2.21,0,2.5,1.79,5.36,7902.31万,6494.37万,32.00亿,15.81
338,688091,上海谊众,57.58,4.69,2.58,0.05,0.99,1.01,6.86,6207.06万,1.11亿,63.97亿,43.77
339,600345,长江通信,19.43,4.69,0.87,-0.05,1.92,1.51,5.12,7267.25万,1.98亿,38.47亿,27.23
340,688480,赛恩斯,29.48,4.69,1.32,0.41,3.22,1.78,6.57,1888.09万,2015.07万,5.94亿,38.38
341,301035,润丰股份,73.6,4.68,3.29,-0.22,1.39,1.83,5.72,8799.42万,8785.17万,64.66亿,24.03
342,63,中兴通讯,34.76,4.67,1.55,0.03,2.82,2.37,5.78,38.98亿,40.27亿,1399.79亿,15.19
343,32,深桑达Ａ,22.47,4.66,1,0.18,3.73,1.4,4.98,5.35亿,6.45亿,144.88亿,亏损
344,603803,瑞斯康达,8.09,4.66,0.36,0.12,2.94,0.87,6.08,9892.51万,4.25亿,34.37亿,亏损
345,300562,乐心医疗,11.24,4.66,0.5,0.36,7.18,1.99,6.14,1.26亿,1.58亿,17.79亿,141.21
346,301137,哈焊华通,18.45,4.65,0.82,-0.05,9.46,1.22,5.84,1.75亿,1.02亿,18.76亿,81.7
347,603915,国茂股份,16.89,4.65,0.75,0.3,0.68,1.52,6.07,7426.92万,6.57亿,110.91亿,32.63
348,688266,泽璟制药-U,44.16,4.64,1.96,-0.02,1.69,0.86,5.59,1.05亿,1.44亿,63.42亿,亏损
349,688309,恒誉环保,23.21,4.64,1.03,0.09,1.05,1.07,4.73,1871.11万,7812.83万,18.13亿,31.82
350,300987,川网传媒,16.68,4.64,0.74,0,3.12,1.52,5.33,4902.11万,9536.80万,15.91亿,123.7
351,301171,易点天下,16.92,4.64,0.75,0.12,2.13,1.59,5.63,1.10亿,3.09亿,52.24亿,33.43
352,301302,华如科技,32.1,4.63,1.42,0.09,3.4,1.84,4.95,9311.53万,8658.00万,27.79亿,亏损
353,300797,钢研纳克,12.21,4.63,0.54,-0.08,4.12,0.65,5.31,1.85亿,3.72亿,45.46亿,54.3
354,2368,太极股份,30.8,4.62,1.36,-0.16,3.16,1.51,6.76,6.01亿,6.20亿,190.93亿,189.08
355,300136,信维通信,17.92,4.61,0.79,0.11,1.95,1.37,5.08,2.82亿,8.24亿,147.74亿,44.8
356,688290,景业智能,48.99,4.61,2.16,0.39,0.78,0.82,6.32,1765.71万,4701.05万,23.03亿,238.52
357,301330,熵基科技,32.66,4.61,1.44,0.12,3.23,1.47,5.32,6709.61万,6473.25万,21.14亿,35.52
358,301338,凯格精机,41.2,4.59,1.81,-0.1,13.76,0.73,5.84,1.90亿,3430.00万,14.13亿,62.63
359,2962,五方光电,12.79,4.58,0.56,0.08,8.15,2.36,7.52,2.16亿,2.09亿,26.76亿,56.59
360,301298,东利机械,17.59,4.58,0.77,0.11,15.13,3.02,6.18,2.15亿,8185.36万,14.40亿,43.49
361,688737,中自科技,27.2,4.58,1.19,0.15,1.77,3.01,6.57,3115.37万,6554.10万,17.83亿,79.36
362,603501,韦尔股份,96.19,4.55,4.19,0.03,0.6,1.1,5.53,6.77亿,11.81亿,1136.29亿,371.48
363,752,*ST西发,12.88,4.55,0.56,0.23,18.55,3.54,10.06,6.04亿,2.64亿,33.97亿,亏损
364,301138,华研精机,30.63,4.54,1.33,0.07,3.74,1.46,5.15,3374.99万,3000.00万,9.19亿,55.52
365,2983,芯瑞达,25.15,4.53,1.09,0.2,1.86,1.48,4.9,4861.19万,1.06亿,26.70亿,26.7
366,600105,永鼎股份,6.23,4.53,0.27,0.16,4.85,1.91,5.71,4.12亿,13.81亿,86.04亿,108.76
367,300288,朗玛信息,15.23,4.53,0.66,-0.13,3.77,1.66,5.22,1.45亿,2.56亿,39.00亿,61.85
368,301208,中亦科技,41.4,4.52,1.79,0.1,7.66,1.69,4.64,1.11亿,3544.38万,14.67亿,39.82
369,301366,一博科技,34.47,4.52,1.49,0,6.35,1.78,5.4,7515.43万,3486.90万,12.02亿,48.5
370,2343,慈文传媒,6.71,4.52,0.29,0,2.94,2,5.45,9286.10万,4.75亿,31.87亿,61.54
371,603439,贵州三力,16.9,4.51,0.73,0,2.75,2.24,7.11,1.86亿,4.08亿,69.01亿,34.31
372,70,特发信息,8.11,4.51,0.35,0,3.98,1.92,5.67,2.82亿,8.89亿,72.06亿,亏损
373,300994,久祺股份,14.41,4.5,0.62,0.07,2.61,1.33,5,2876.65万,7785.60万,11.22亿,31.7
374,300792,壹网壹创,24.92,4.49,1.07,-0.08,1.8,2.14,5.33,9211.94万,2.09亿,52.02亿,34.18
375,2913,奥士康,31.93,4.48,1.37,0.03,1.36,1.36,5.89,1.14亿,2.66亿,84.91亿,18.21
376,1229,魅视科技,30.8,4.48,1.32,0.1,3.82,1.21,5.46,3410.33万,2940.59万,9.06亿,45.89
377,688201,信安世纪,23.33,4.48,1,0.09,1.65,1.09,5.28,3521.52万,9308.76万,21.72亿,亏损
378,688655,迅捷兴,14.26,4.47,0.61,0.14,2.35,1.34,5.42,2303.36万,6996.16万,9.98亿,107.27
379,601519,大智慧,7.72,4.47,0.33,0.13,2.45,2,4.87,3.73亿,20.04亿,154.70亿,27.55
380,688279,峰岹科技,103,4.46,4.4,0.2,1.8,1.51,7.15,1.00亿,5512.65万,56.78亿,57.18
381,688090,瑞松科技,29.96,4.46,1.28,0.07,1.06,1.49,5.16,2095.95万,6736.06万,20.18亿,91.06
382,688768,容知日新,51.74,4.46,2.21,0.43,1.97,1.11,6.14,4966.17万,4961.63万,25.67亿,亏损
383,2881,美格智能,26.46,4.46,1.13,0.04,3.27,1.65,6.47,1.57亿,1.84亿,48.74亿,71.1
384,688507,索辰科技,120.99,4.45,5.15,0.2,1.99,1.09,5.67,3160.95万,1343.38万,16.25亿,亏损
385,300299,富春股份,6.12,4.44,0.26,0.16,3.27,1.8,4.61,1.28亿,6.48亿,39.63亿,123.81
386,3031,中瓷电子,100.2,4.43,4.25,0.2,2.5,1.57,6.66,1.72亿,6947.85万,69.62亿,185.66
387,300943,春晖智控,14.4,4.42,0.61,0.07,2.59,1.37,5.15,3701.40万,1.01亿,14.52亿,31.61
388,300605,恒锋信息,14.4,4.42,0.61,0.14,3.64,0.76,5.95,5867.69万,1.14亿,16.40亿,425.87
389,301388,欣灵电气,25.05,4.42,1.06,0,5.53,1.59,5.21,3496.70万,2561.19万,6.42亿,47.4
390,688360,德马科技,20.33,4.42,0.86,-0.05,0.97,2,5.19,2305.25万,1.20亿,24.39亿,25.41
391,2920,德赛西威,142.7,4.41,6.03,-0.13,0.5,0.99,5.53,3.88亿,5.50亿,784.64亿,65.25
392,837748,路桥信息,9.94,4.41,0.42,0,15.31,0.85,7.88,2045.96万,1343.60万,1.34亿,亏损
393,688010,福光股份,21.55,4.41,0.91,0.05,0.68,1.19,5.52,2292.90万,1.61亿,34.60亿,亏损
394,603500,祥和实业,11.85,4.41,0.5,0,0.69,1.59,4.76,1949.35万,2.42亿,28.68亿,44.05
395,301001,凯淳股份,26.08,4.4,1.1,0,4.89,1.99,5.44,4332.78万,3440.00万,8.97亿,亏损
396,603015,弘讯科技,8.54,4.4,0.36,0.12,1.18,1.28,5.26,4000.49万,4.04亿,34.52亿,66.55
397,688577,浙海德曼,42,4.4,1.77,0,1.81,2.98,6.31,2449.13万,3240.16万,13.61亿,60.17
398,300559,佳发教育,14.24,4.4,0.6,0.28,1.65,1.32,5.87,7209.31万,3.11亿,44.31亿,32.24
399,688286,敏芯股份,51.55,4.39,2.17,0,1.3,1.21,6.46,2831.05万,4310.96万,22.22亿,亏损
400,688589,力合微,38.97,4.39,1.64,0.03,1.67,1.32,5.49,5506.15万,8633.89万,33.65亿,38.73
401,688369,致远互联,43.04,4.39,1.81,0.14,0.88,1.19,4.9,4314.82万,1.15亿,49.56亿,120.89
402,688159,有方科技,37.6,4.39,1.58,0.8,1.11,0.93,5.39,3721.09万,9167.95万,34.47亿,亏损
403,603529,XD爱玛科,29.31,4.38,1.23,0,2.17,2.23,4.95,1.40亿,2.24亿,65.52亿,14.12
404,870976,视声智能,9.55,4.37,0.4,0,6.77,0.84,7.76,1017.82万,1587.40万,1.52亿,15.07
405,301199,迈赫股份,25.8,4.37,1.08,0.08,3.25,1.38,4.89,3832.04万,4634.00万,11.96亿,123.82
406,603277,银都股份,28.48,4.36,1.19,0.07,0.62,1.94,6.3,7302.72万,4.17亿,118.87亿,22.26
407,300365,恒华科技,6.94,4.36,0.29,0.29,3.94,2.73,6.32,1.24亿,4.57亿,31.73亿,222.98
408,688678,福立旺,18.68,4.36,0.78,0.11,1.56,1.16,4.64,2605.83万,9078.18万,16.96亿,67.58
409,688020,方邦股份,44.36,4.35,1.85,0.16,0.43,1.08,5.55,1490.26万,8021.05万,35.58亿,亏损
410,300419,浩丰科技,7.2,4.35,0.3,0.14,4.94,1.62,5.36,1.28亿,3.68亿,26.48亿,148.86
411,2253,川大智胜,13.21,4.34,0.55,0.08,2.16,1.54,5.37,5842.22万,2.08亿,27.46亿,亏损
412,300556,丝路视觉,23.06,4.34,0.96,0.04,5.18,1.3,5.61,1.20亿,1.01亿,23.37亿,亏损
413,301162,国能日新,57.68,4.34,2.4,0.19,2.22,0.63,5.32,7696.77万,6055.99万,34.93亿,86.35
414,688515,裕太微-U,121.06,4.33,5.03,0.05,5.25,1.1,6.72,1.21亿,1934.78万,23.42亿,亏损
415,300853,申昊科技,23.61,4.33,0.98,0,2.39,1.47,5.17,5850.02万,1.05亿,24.90亿,70.6
416,601811,新华文轩,13.5,4.33,0.56,-0.07,0.51,1.68,5.33,5417.23万,7.92亿,106.91亿,10.93
417,2475,立讯精密,30.15,4.33,1.25,0,0.87,1.57,5.33,18.46亿,71.20亿,2146.73亿,24.68
418,300648,星云股份,24.65,4.32,1.02,0.12,1.74,1.31,5.29,4149.58万,9799.63万,24.16亿,亏损
419,3010,若羽臣,20.54,4.32,0.85,0.1,5.05,1.37,5.94,7408.94万,7227.85万,14.85亿,55.66
420,301229,纽泰格,35.29,4.32,1.46,-0.03,9.73,1.09,6.03,1.14亿,3339.57万,11.79亿,45.4
421,300113,顺网科技,13.31,4.31,0.55,0.08,2.37,2.21,5.49,1.65亿,5.29亿,70.39亿,74.6
422,300892,品渥食品,25.66,4.31,1.06,0.23,11.33,1.25,6.46,7765.01万,2693.27万,6.91亿,亏损
423,603660,苏州科达,6.31,4.3,0.26,0.16,1.61,1.4,4.46,4953.88万,4.94亿,31.19亿,亏损
424,2858,力盛体育,17,4.29,0.7,0.18,4.56,1.36,5.03,1.12亿,1.46亿,24.82亿,114.07
425,688388,嘉元科技,21.14,4.29,0.87,0.14,1.06,1.47,5.23,9072.58万,4.12亿,87.06亿,212.06
426,300817,双飞股份,15.55,4.29,0.64,0,3.75,0.98,4.9,5712.45万,9936.69万,15.45亿,48.44
427,300590,移为通信,11.43,4.29,0.47,0,2.75,1.59,5.38,1.07亿,3.46亿,39.52亿,42.29
428,832491,奥迪威,12.9,4.29,0.53,0,1.5,0.97,5.58,2136.32万,1.12亿,14.42亿,22
429,603895,天永智能,24.1,4.28,0.99,0.42,0.55,2.64,4.98,1404.10万,1.08亿,26.05亿,234.72
430,2803,吉宏股份,17.3,4.28,0.71,0.06,2.6,1.54,5.24,1.26亿,2.84亿,49.22亿,17.28
431,2491,通鼎互联,6.1,4.27,0.25,0,1.79,1.77,4.27,1.27亿,11.76亿,71.76亿,16.15
432,301231,荣信文化,28.57,4.27,1.17,0,7.7,1.88,5.33,1.18亿,5390.00万,15.40亿,189.65
433,688395,正弦电气,23.2,4.27,0.95,0.09,1.98,0.96,5.3,1762.05万,3908.35万,9.07亿,29.23
434,300813,泰林生物,25.16,4.27,1.03,-0.04,2.06,1.54,5.88,2993.68万,5879.93万,14.79亿,58.95
435,605286,同力日升,24.68,4.27,1.01,0.08,7.28,2.93,5.79,8560.98万,4800.00万,11.85亿,29.56
436,2615,哈尔斯,6.6,4.26,0.27,0.15,3.88,1.86,5.84,7273.79万,2.86亿,18.90亿,33.81
437,300907,康平科技,22.74,4.26,0.93,0,5.07,2.27,4.36,4212.51万,3695.89万,8.40亿,38.64
438,2452,长高电新,6.86,4.25,0.28,0,1.6,2.26,5.01,5573.39万,5.16亿,35.39亿,25.03
439,300976,达瑞电子,46.29,4.23,1.88,0.17,1.07,1.25,4.73,1810.57万,3725.07万,17.24亿,124.53
440,605098,行动教育,39.9,4.23,1.62,-0.15,2.5,1.49,4.42,4322.64万,4395.59万,17.54亿,22.35
441,2197,证通电子,10.1,4.23,0.41,-0.1,4.14,2.83,5.37,2.20亿,5.34亿,53.97亿,136.81
442,603416,信捷电气,39.91,4.23,1.62,0.13,2.19,1.92,5.04,1.22亿,1.41亿,56.10亿,26.97
443,300836,佰奥智能,26.62,4.23,1.08,0.15,2.33,1.19,4.58,2610.45万,4267.69万,11.36亿,193.74
444,301266,宇邦新材,48.34,4.23,1.96,0.19,3.94,0.93,5.43,7056.08万,3750.00万,18.13亿,34.48
445,300793,佳禾智能,17.77,4.22,0.72,-0.06,3.89,1.74,6.51,2.22亿,3.30亿,58.63亿,32.44
446,688558,国盛智科,30.17,4.21,1.22,0,0.34,1.22,4.39,1337.47万,1.32亿,39.82亿,23.61
447,301281,科源制药,41.56,4.21,1.68,0,27.47,0.73,6.97,2.87亿,2569.12万,10.68亿,43.95
448,2436,兴森科技,12.13,4.21,0.49,0.08,1.76,1.36,5.24,3.16亿,15.00亿,181.99亿,567.46
449,301016,雷尔伟,22.54,4.21,0.91,0,5.2,0.86,4.76,3465.07万,3000.00万,6.76亿,72.81
450,688328,深科达,24.04,4.21,0.97,-0.04,4.96,1.15,6.24,5616.03万,4810.84万,11.57亿,亏损
451,300674,宇信科技,17.1,4.21,0.69,0,2.98,1.89,2.86,3.54亿,7.03亿,120.25亿,36.9
452,603918,金桥信息,24.32,4.2,0.98,-0.08,10.16,1.73,6.21,8.98亿,3.66亿,89.06亿,235.4
453,603163,圣晖集成,33.09,4.19,1.33,-0.03,6,0.92,5.1,4893.09万,2500.00万,8.27亿,21.47
454,300822,贝仕达克,13.69,4.19,0.55,0.22,1.02,1.57,5.1,3042.29万,2.22亿,30.44亿,49.21
455,300192,科德教育,9.46,4.18,0.38,0,4.01,1.22,5.07,8316.49万,2.22亿,21.01亿,26.99
456,688401,路维光电,30.88,4.18,1.24,-0.07,3.76,1.26,5.7,1.30亿,1.13亿,35.02亿,42.26
457,688049,炬芯科技,32.37,4.18,1.3,0.22,2.41,1.43,6.89,6849.11万,8966.54万,29.02亿,79.93
458,688718,唯赛勃,15.94,4.18,0.64,0.13,2.26,1.61,4.9,1997.86万,5662.03万,9.03亿,60.44
459,600503,华丽家族,2.74,4.18,0.11,0,4.33,5.62,8.37,1.90亿,16.02亿,43.90亿,亏损
460,300720,海川智能,13.22,4.18,0.53,0.08,2.07,1.83,6.3,4644.53万,1.73亿,22.91亿,76.8
461,688556,高测股份,43.51,4.17,1.74,0.05,1.36,1.49,5.7,1.88亿,3.21亿,139.61亿,10.33
462,300529,健帆生物,23.01,4.17,0.92,0.13,1.45,1.46,5.52,1.68亿,5.13亿,117.93亿,33.48
463,300112,万讯自控,10.51,4.16,0.42,-0.1,8.9,2.18,6.34,2.06亿,2.22亿,23.31亿,39.93
464,300770,新媒股份,37.57,4.16,1.5,0,1.14,1.78,4.66,9798.57万,2.31亿,86.81亿,13.18
465,300882,万胜智能,22.05,4.16,0.88,0.18,1.45,1.24,4.72,5984.39万,1.90亿,41.95亿,23.92
466,300389,艾比森,15.54,4.16,0.62,0.26,1.25,1.4,4.49,4368.42万,2.29亿,35.62亿,19.77
467,2527,新时达,12.04,4.15,0.48,0,8.31,1.32,5.88,5.20亿,5.25亿,63.27亿,32.23
468,603927,中科软,33.38,4.15,1.33,0,0.69,1.58,4.84,1.34亿,5.94亿,198.14亿,47.31
469,300768,迪普科技,15.31,4.15,0.61,0.26,0.87,1.73,4.97,4952.78万,3.76亿,57.49亿,125.05
470,301086,鸿富瀚,44.47,4.14,1.77,0.05,1.36,1.5,4.54,1946.33万,3249.68万,14.45亿,34.13
471,688092,爱科科技,30.94,4.14,1.23,0.32,3.92,1.22,4.98,3227.69万,2697.75万,8.35亿,29.92
472,2955,鸿合科技,24.92,4.14,0.99,-0.04,4.09,1.5,5.22,1.89亿,1.86亿,46.45亿,20.47
473,688171,纬德信息,22.91,4.14,0.91,0.26,1.39,1.42,4.27,1490.29万,4756.09万,10.90亿,118.53
474,300459,汤姆猫,5.04,4.13,0.2,0,5.11,2.51,5.37,7.79亿,30.61亿,154.29亿,47.43
475,300315,掌趣科技,4.79,4.13,0.19,0,4.51,2.29,5.22,5.57亿,26.08亿,124.91亿,42.6
476,2558,巨人网络,12.61,4.13,0.5,0,2.58,2.14,5.7,6.44亿,20.05亿,252.82亿,19.05
477,688078,龙软科技,43.89,4.13,1.74,0.21,0.58,0.95,5.17,1799.29万,7204.90万,31.62亿,41.45
478,2609,捷顺科技,10.85,4.13,0.43,0.28,1.18,1.63,5.09,5746.92万,4.56亿,49.51亿,117.18
479,2835,同为股份,16.66,4.12,0.66,0.06,2.96,1.38,4.81,6175.64万,1.27亿,21.21亿,35.64
480,601801,皖新传媒,7.32,4.12,0.29,0.41,0.83,1.48,5.12,1.20亿,19.89亿,145.61亿,10.06
481,603258,电魂网络,29.1,4.12,1.15,0.03,5.45,1.78,7.44,3.87亿,2.45亿,71.23亿,41.09
482,688179,阿拉丁,18.73,4.11,0.74,0.21,2.21,0.82,4.84,4187.63万,1.03亿,19.34亿,60.02
483,300148,天舟文化,4.05,4.11,0.16,0.25,4.3,2.19,4.63,1.36亿,7.90亿,32.01亿,991.44
484,300462,华铭智能,10.89,4.11,0.43,0.28,2.64,1.38,4.3,3870.25万,1.37亿,14.87亿,亏损
485,300467,迅游科技,14.19,4.11,0.56,-0.07,4.85,1.66,5.43,1.12亿,1.66亿,23.53亿,62.87
486,603181,皇马科技,11.15,4.11,0.44,0,0.56,1.72,3.92,3647.29万,5.89亿,65.64亿,21.86
487,688232,新点软件,38.31,4.1,1.51,0.05,1.32,1.58,5.22,4824.84万,9705.04万,37.18亿,亏损
488,300549,优德精密,21.32,4.1,0.84,-0.14,3.97,1.21,5.62,8426.70万,1.01亿,21.54亿,130.38
489,688789,宏华数科,91.1,4.1,3.59,0,0.86,1.17,4.76,5448.11万,7091.69万,64.61亿,37.12
490,300488,恒锋工具,22.6,4.1,0.89,-0.04,1.45,0.79,5.3,4408.30万,1.37亿,30.89亿,30.91
491,301002,崧盛股份,19.57,4.1,0.77,0.05,2.07,1.78,4.31,2324.68万,5825.08万,11.40亿,90.91
492,300374,中铁装配,15.26,4.09,0.6,-0.13,5.05,0.84,7.16,1.44亿,1.89亿,28.88亿,亏损
493,300235,方直科技,10.19,4.09,0.4,0.1,3.33,1.92,4.8,6785.63万,2.03亿,20.70亿,98.6
494,688343,云天励飞-U,45.86,4.08,1.8,0.13,3.92,1.6,4.65,1.32亿,7453.10万,34.18亿,亏损
495,301328,维峰电子,50.48,4.08,1.98,0.18,2.23,1.13,7.07,3046.71万,2747.71万,13.87亿,37.17
496,300109,新开源,19.89,4.08,0.78,0,1.26,1.3,5.02,6972.94万,2.85亿,56.72亿,12.24
497,301419,阿莱德,42.58,4.08,1.67,-0.02,24.09,0.67,6.67,2.53亿,2500.00万,10.64亿,54.01
498,300785,值得买,21.68,4.08,0.85,0.05,5.65,1.86,5.04,1.38亿,1.14亿,24.67亿,76.53
499,300059,东方财富,15.56,4.08,0.61,0,2.13,2.17,4.75,43.85亿,134.31亿,2089.82亿,29.2
500,300571,平治信息,35.28,4.07,1.38,0,2.5,1.93,5.37,1.00亿,1.16亿,40.79亿,139.21
501,300182,捷成股份,5.12,4.07,0.2,0,3.01,1.93,4.88,3.36亿,22.12亿,113.27亿,19.16
502,300242,佳云科技,3.33,4.06,0.13,0.3,2.5,1.97,4.69,5175.13万,6.30亿,20.96亿,亏损
503,688226,威腾电气,16.65,4.06,0.65,0.12,2.66,1.06,4.88,3696.67万,8426.20万,14.03亿,33.72
504,301028,东亚机械,10.76,4.06,0.42,0.19,2.32,1.48,4.55,2649.02万,1.08亿,11.63亿,22.48
505,300712,永福股份,31.52,4.06,1.23,0.03,1.45,1.58,5.55,8422.23万,1.87亿,58.94亿,122.35
