id,code,name,price,up_down_rate,up_down,up_rate,change_rate,quantity_rate,amplitude_rate,transaction,circulating,circulation_market,pe_ratio
506,600030,中信证券,22.61,4.05,0.88,0,1.12,2.36,4.51,28.46亿,113.67亿,2570.01亿,14.82
507,938,紫光股份,25.2,4.05,0.98,0.08,1.76,2.04,5.9,12.54亿,28.60亿,720.74亿,35.26
508,300451,创业慧康,6.69,4.04,0.26,0.15,1.36,1.26,4.67,1.22亿,13.57亿,90.81亿,215.84
509,688489,三未信安,47.85,4.04,1.86,0,5.77,1.68,5.65,6860.27万,2515.36万,12.04亿,268.74
510,688428,诺诚健华-U,10.04,4.04,0.39,0.1,1.99,1.02,5.7,5021.64万,2.57亿,25.77亿,亏损
511,688038,中科通达,13.65,4.04,0.53,0.15,3.09,1.68,4.34,3380.37万,8141.22万,11.11亿,亏损
512,688400,凌云光,24.23,4.04,0.94,0.04,3.57,2.33,4.94,1.61亿,1.89亿,45.82亿,61.7
513,300456,赛微电子,22.44,4.03,0.87,0.45,5.44,1.22,4.13,7.01亿,5.84亿,131.06亿,亏损
514,300370,安控科技,2.58,4.03,0.1,0.39,1.63,1.97,4.84,4649.43万,11.24亿,28.99亿,亏损
515,2979,雷赛智能,18.58,4.03,0.72,0,1.11,1.21,4.93,4345.27万,2.15亿,39.93亿,38.14
516,605068,明新旭腾,27.72,4.01,1.07,0.04,3,1.08,5.44,4292.49万,5264.00万,14.59亿,135.23
517,300621,维业股份,10.37,4.01,0.4,0.1,1.3,1.02,4.71,2608.92万,1.96亿,20.33亿,250.62
518,300447,全信股份,15.82,4.01,0.61,0.06,1.74,1.3,4.41,5464.76万,2.01亿,31.81亿,25.41
519,2415,海康威视,33.2,4.01,1.28,0,0.33,1.26,4.54,9.93亿,91.08亿,3024.00亿,29.02
520,688125,安达智能,38.93,4.01,1.5,-0.03,4.05,2.19,4.46,3148.18万,2041.39万,7.95亿,50.95
521,688506,百利天恒-U,98.61,4.01,3.8,0.11,1.71,1.08,6.43,5759.61万,3487.31万,34.39亿,亏损
522,300199,翰宇药业,14.03,4,0.54,0.07,29.25,1.67,10.45,26.84亿,6.66亿,93.44亿,亏损
523,688109,品茗科技,25.73,4,0.99,0.2,3.33,1.6,4.77,3277.49万,3869.17万,9.96亿,亏损
524,688072,拓荆科技,323.66,4,12.45,-0.13,1.87,1.14,5.78,4.08亿,6870.02万,222.35亿,164.31
525,300292,吴通控股,3.64,4,0.14,0,2.28,1.28,4.57,9108.53万,11.16亿,40.62亿,80.12
526,600520,文一科技,13.82,3.99,0.53,0,9.21,0.68,6.77,2.00亿,1.58亿,21.90亿,160.25
527,301382,蜂助手,40.24,3.98,1.54,0.1,13.43,1.22,4.86,1.92亿,3618.66万,14.56亿,54.37
528,300790,宇瞳光学,14.12,3.98,0.54,-0.07,1.99,1.93,5.01,6857.70万,2.48亿,34.96亿,87.96
529,600602,云赛智联,13.88,3.97,0.53,0,4.35,1.54,5.39,6.44亿,10.74亿,149.11亿,102.29
530,600378,昊华科技,34.35,3.96,1.31,0.38,0.21,1.33,4.21,6335.63万,9.04亿,310.51亿,31.14
531,688521,芯原股份,62.18,3.96,2.37,-0.1,0.57,0.92,4.88,1.71亿,4.87亿,302.59亿,701.33
532,301299,卓创资讯,68.5,3.96,2.61,0,20.65,1.84,6.42,2.13亿,1500.00万,10.28亿,72.15
533,301362,民爆光电,44.74,3.95,1.7,0.02,6.99,1.55,5.97,7454.65万,2402.09万,10.75亿,19.87
534,2896,中大力德,37.73,3.94,1.43,0,16.08,2.27,6.36,9.01亿,1.51亿,57.04亿,85.71
535,601390,中国中铁,6.86,3.94,0.26,0,0.68,1.84,4.39,9.35亿,203.64亿,1396.94亿,5.23
536,300084,海默科技,7.13,3.94,0.27,0.14,4.82,1.23,4.81,1.11亿,3.29亿,23.47亿,亏损
537,688191,智洋创新,18.76,3.93,0.71,0.05,3.69,0.82,4.54,5008.93万,7316.45万,13.73亿,60.99
538,600601,方正科技,3.17,3.93,0.12,0.32,0.97,1.5,3.93,1.27亿,41.70亿,132.20亿,137.57
539,688211,中科微至,37.53,3.93,1.42,-0.05,1.18,2.18,4.99,2799.59万,6401.87万,24.03亿,41.32
540,300939,秋田微,35.16,3.93,1.33,0,7.42,0.61,5.88,1.69亿,6589.20万,23.17亿,30.42
541,2947,恒铭达,19.33,3.92,0.73,0,1.85,2.22,4.95,5646.02万,1.61亿,31.08亿,23.5
542,301448,开创电气,31.25,3.92,1.18,-0.1,8.3,1.41,5.62,5121.16万,2000.00万,6.25亿,46.53
543,301316,慧博云通,33.38,3.92,1.26,0,27.1,1.36,6.1,3.28亿,3665.47万,12.24亿,184.58
544,301533,威马农机,43.49,3.92,1.64,-0.02,9.34,1.42,5.23,8696.59万,2163.70万,9.41亿,59.11
545,2396,星网锐捷,19.63,3.92,0.74,0.05,1.65,2.13,3.87,1.87亿,5.83亿,114.50亿,29.35
546,300207,欣旺达,15.66,3.92,0.59,0,1.15,1.48,4.91,3.06亿,17.28亿,270.63亿,33.26
547,300383,光环新网,9.82,3.92,0.37,0,1.26,1.69,4.76,2.19亿,17.94亿,176.15亿,34.9
548,688599,天合光能,30.27,3.91,1.14,-0.1,0.73,1.82,4.7,4.74亿,21.74亿,657.94亿,9.29
549,688551,科威尔,52.84,3.91,1.99,-0.15,0.6,1.21,5.05,1667.78万,5315.05万,28.08亿,42.29
550,603288,海天味业,39.3,3.91,1.48,0.03,0.29,1.59,4.5,6.21亿,55.61亿,2185.32亿,35.29
551,688143,长盈通,34.8,3.91,1.31,-0.14,2.13,0.73,6.03,1890.83万,2607.64万,9.07亿,144.21
552,301102,兆讯传媒,20.74,3.91,0.78,-0.05,2.26,1.47,5.16,3283.43万,7113.65万,14.75亿,43.65
553,601360,三六零,10.11,3.9,0.38,0.1,1.86,1.91,4.73,13.25亿,71.45亿,722.40亿,亏损
554,2331,皖通科技,6.93,3.9,0.26,0.15,1.87,1.42,4.65,4996.06万,3.89亿,26.99亿,亏损
555,301446,福事特,33.33,3.9,1.25,0,5.92,1.77,6.14,3916.57万,2000.00万,6.67亿,32.09
556,688262,国芯科技,29.63,3.89,1.11,-0.03,1.64,1.06,5.5,1.25亿,2.62亿,77.58亿,亏损
557,301180,万祥科技,16.29,3.89,0.61,0,2.3,1.19,4.85,2136.32万,5786.60万,9.43亿,140.17
558,688039,当虹科技,31.79,3.89,1.19,0.16,3.11,0.99,5.56,1.09亿,1.12亿,35.58亿,亏损
559,2624,完美世界,13.1,3.89,0.49,0,2.01,1.97,4.76,4.76亿,18.27亿,239.38亿,33.45
560,997,新 大 陆,18.72,3.88,0.7,0.05,0.73,1.17,4.27,1.39亿,10.26亿,192.13亿,17.11
561,301110,青木股份,47.66,3.88,1.78,-0.08,4.13,1.67,4.93,7009.72万,3592.50万,17.12亿,38.46
562,2090,金智科技,10.18,3.88,0.38,-0.1,1.7,0.98,4.59,6835.20万,4.00亿,40.69亿,113.47
563,2174,游族网络,11.53,3.87,0.43,0.09,3.02,1.7,4.68,3.14亿,9.14亿,105.36亿,亏损
564,300916,朗特智能,26.58,3.87,0.99,-0.08,2.7,1.14,4.49,2964.59万,4193.83万,11.15亿,62.44
565,836,富通信息,2.69,3.86,0.1,0.37,2.61,1.71,4.63,8358.39万,12.08亿,32.51亿,亏损
566,300516,久之洋,30.14,3.86,1.12,0.03,0.97,1.5,4.89,5163.59万,1.80亿,54.25亿,157.36
567,2664,信质集团,14.81,3.86,0.55,0.07,2.01,1.3,8.91,1.17亿,3.98亿,59.01亿,31.61
568,688114,华大智造,68.48,3.85,2.54,0.71,0.79,0.8,4.5,1.13亿,2.12亿,145.03亿,亏损
569,2897,意华股份,34.52,3.85,1.28,0.03,3.36,0.93,5.69,1.87亿,1.63亿,56.35亿,44.49
570,603721,中广天择,16.72,3.85,0.62,0.12,2.16,1.52,5.09,4632.06万,1.30亿,21.74亿,亏损
571,300205,天喻信息,12.14,3.85,0.45,0.08,0.96,1.41,4.19,4870.52万,4.25亿,51.55亿,84.9
572,300860,锋尚文化,55.41,3.84,2.05,0,2.43,1.15,5.83,6651.06万,4964.34万,27.51亿,10364.25
573,603093,南华期货,13.26,3.84,0.49,0.23,0.65,1.26,5.17,5207.28万,6.10亿,80.89亿,24.02
574,2643,万润股份,17.59,3.84,0.65,-0.06,0.75,1.83,4.9,1.17亿,8.96亿,157.58亿,21.01
575,2757,南兴股份,14.08,3.83,0.52,-0.07,2.56,1.87,4.94,1.01亿,2.82亿,39.71亿,12.88
576,300122,智飞生物,49.03,3.83,1.81,0,1.42,1.48,5.59,9.75亿,14.21亿,696.48亿,13.81
577,300805,电声股份,8.14,3.83,0.3,0,3.6,0.99,5.1,8308.54万,2.87亿,23.37亿,77.68
578,300995,奇德新材,22.26,3.83,0.82,0,3.48,1.1,4.48,2221.62万,2911.00万,6.48亿,261.01
579,300956,英力股份,17.11,3.82,0.63,-0.06,3.38,1.68,4,3252.55万,5700.48万,9.75亿,亏损
580,688579,山大地纬,12.5,3.82,0.46,0.08,1.86,1.15,5.57,9146.85万,4.00亿,50.00亿,123.75
581,300656,民德电子,25.54,3.82,0.94,0,0.71,1.03,4.63,2261.59万,1.27亿,32.37亿,161.14
582,300557,理工光科,36.43,3.82,1.34,0,1.07,1.08,4.73,2494.70万,6495.30万,23.66亿,90.42
583,688141,杰华特,31.3,3.81,1.15,0.71,2.04,1.04,5.61,3277.34万,5230.65万,16.37亿,亏损
584,301380,挖金客,50.9,3.81,1.87,-0.02,10.56,1.62,5.1,9024.91万,1700.00万,8.65亿,76.44
585,603296,华勤技术,70.5,3.81,2.59,0,4.92,2.91,4.83,2.05亿,5945.80万,41.92亿,19.92
586,300884,狄耐克,11.99,3.81,0.44,0.08,3.06,1.11,4.67,5123.27万,1.41亿,16.95亿,29.79
587,300024,机器人,12.27,3.81,0.45,0.16,1.9,1.57,4.32,3.49亿,15.18亿,186.29亿,亏损
588,301337,亚华电子,31.91,3.81,1.17,-0.06,7.11,1.34,4.42,5507.58万,2470.55万,7.88亿,109.03
589,2401,中远海科,19.39,3.8,0.71,0,3.11,1.52,4.76,2.20亿,3.68亿,71.33亿,32.13
590,301270,汉仪股份,38.01,3.8,1.39,-0.03,6.74,1.25,4.92,1.87亿,7406.16万,28.15亿,72.51
591,601318,中国平安,50.33,3.79,1.84,0.16,0.62,1.86,4.04,32.82亿,107.63亿,5416.85亿,6.56
592,300578,会畅通讯,18.89,3.79,0.69,0.05,1.34,1.16,4.01,4843.64万,1.94亿,36.67亿,1182.14
593,688656,浩欧博,38.08,3.79,1.39,0.24,2.67,1.31,4.17,1804.41万,1805.83万,6.88亿,55.66
594,300479,神思电子,20.55,3.79,0.75,0,12.18,1.7,8.33,4.79亿,1.97亿,40.49亿,亏损
595,300445,康斯特,15.62,3.79,0.57,0,1.09,1.24,4.32,2321.29万,1.38亿,21.59亿,39.64
596,300302,同有科技,12.08,3.78,0.44,0,4.3,1.19,5.33,1.88亿,3.67亿,44.31亿,亏损
597,2261,拓维信息,18.99,3.77,0.69,0.05,22.15,1.54,7.32,46.36亿,11.21亿,212.97亿,205.92
598,688121,卓然股份,23.68,3.77,0.86,0.13,1.28,1.04,6.35,4261.30万,1.42亿,33.53亿,40.37
599,688707,振华新材,23.96,3.77,0.87,0.13,0.71,1.31,4.37,4725.98万,2.83亿,67.85亿,亏损
600,2975,博杰股份,34.71,3.77,1.26,0.03,1.52,1.3,4.69,3700.53万,7143.55万,24.80亿,279.58
601,2993,奥海科技,36.94,3.76,1.34,0.03,1.18,1.78,4.63,1.02亿,2.38亿,87.88亿,23.7
602,688001,华兴源创,30.61,3.76,1.11,0,0.3,1.54,4.14,4016.39万,4.41亿,134.87亿,51.68
603,300286,安科瑞,27.62,3.76,1,0.15,0.75,0.97,4.47,3572.98万,1.75亿,48.25亿,29.52
604,688209,英集芯,16.02,3.76,0.58,0.13,0.56,1.04,4.47,2525.54万,2.84亿,45.51亿,1616.36
605,603636,南威软件,12.16,3.75,0.44,0,1.31,1.47,4.69,9302.43万,5.91亿,71.84亿,亏损
606,2621,美吉姆,3.32,3.75,0.12,0,1.53,1.41,4.38,4022.59万,8.02亿,26.64亿,亏损
607,2254,泰和新材,16.9,3.75,0.61,0.06,2.32,0.86,4.67,2.14亿,5.54亿,93.67亿,33.95
608,600229,城市传媒,7.48,3.75,0.27,0,0.93,1.38,4.16,4594.38万,6.71亿,50.21亿,12.05
609,601555,东吴证券,8.59,3.74,0.31,0.12,1.92,1.9,4.59,8.16亿,50.08亿,430.14亿,15.48
610,603000,人民网,34.39,3.74,1.24,-0.03,5.41,1,5.28,20.34亿,11.06亿,380.25亿,269.81
611,300733,西菱动力,11.65,3.74,0.42,0.09,1.06,0.69,4.27,2745.26万,2.24亿,26.15亿,亏损
612,600880,博瑞传播,5.27,3.74,0.19,-0.19,1.52,2.52,4.72,8682.76万,10.93亿,57.60亿,214.5
613,603090,宏盛股份,21.09,3.74,0.76,0.14,0.99,1.25,3.84,2051.66万,1.00亿,21.09亿,27.32
614,2117,东港股份,8.88,3.74,0.32,0.11,1.64,1.27,4.44,7813.98万,5.45亿,48.44亿,27.48
615,688419,耐科装备,36.1,3.74,1.3,0,3.64,1.02,4.51,2516.09万,1947.50万,7.03亿,64.27
616,688536,思瑞浦,196.3,3.74,7.07,0.07,0.68,0.8,5.08,1.38亿,1.06亿,207.37亿,837.41
617,688060,云涌科技,49.79,3.73,1.79,-0.02,0.62,0.92,5.1,1063.32万,3484.61万,17.35亿,227.08
618,688518,联赢激光,23.4,3.72,0.84,0,1.29,1.2,4.34,9182.96万,3.08亿,72.01亿,19.92
619,300253,卫宁健康,7.25,3.72,0.26,0,1.62,1.48,4.43,2.14亿,18.49亿,134.06亿,469.25
620,300133,华策影视,5.86,3.72,0.21,0.17,1.57,1.5,4.42,1.47亿,16.28亿,95.42亿,23.16
621,688282,理工导航,46.61,3.72,1.67,0.02,2.16,1.73,5.96,3531.53万,3564.00万,16.61亿,142.85
622,600185,格力地产,6.14,3.72,0.22,0.16,1.41,1.04,4.9,1.61亿,18.85亿,115.74亿,亏损
623,603228,景旺电子,21.8,3.71,0.78,0,0.63,1.88,4.47,1.14亿,8.42亿,183.53亿,22.72
624,688165,埃夫特-U,10.34,3.71,0.37,0.1,1.06,1.42,3.21,5621.36万,5.21亿,53.84亿,亏损
625,301399,英特科技,44.46,3.71,1.59,-0.07,5.64,1.48,4.13,5178.27万,2086.43万,9.28亿,48.83
626,2877,智能自控,9.79,3.71,0.35,0,2.98,1.21,4.34,6003.05万,2.08亿,20.41亿,40.32
627,603186,华正新材,31.33,3.71,1.12,0,1.46,0.74,4.14,6409.43万,1.42亿,44.46亿,亏损
628,605598,上海港湾,28.83,3.71,1.03,0.28,2.61,1.56,4.78,5459.25万,7370.08万,21.25亿,33.39
629,603127,昭衍新药,23.52,3.7,0.84,0.09,0.91,1.02,4.37,1.33亿,6.30亿,148.29亿,97.31
630,300831,派瑞股份,11.77,3.7,0.42,0,1.42,1.13,4.14,3033.55万,1.84亿,21.71亿,252.9
631,300738,奥飞数据,9.25,3.7,0.33,0,1.71,1.44,4.71,1.29亿,8.21亿,75.97亿,60.03
632,2649,博彦科技,12.06,3.7,0.43,0.08,2.55,1.33,4.99,1.68亿,5.53亿,66.68亿,25.88
633,688611,杭州柯林,32.84,3.69,1.17,0.09,1.58,1.11,4.61,1001.36万,1956.50万,6.43亿,62.07
634,688152,麒麟信安,80.09,3.69,2.85,0,6.89,0.87,4.89,9633.71万,1763.91万,14.13亿,亏损
635,300226,上海钢联,29.52,3.69,1.05,0.03,4.11,1.4,4.85,3.71亿,3.10亿,91.37亿,39.93
636,301013,利和兴,17.16,3.69,0.61,0.23,17.99,1.1,9,4.96亿,1.66亿,28.55亿,亏损
637,301156,美农生物,18.58,3.68,0.66,-0.05,4.52,1.33,3.63,3913.28万,4703.41万,8.74亿,41.47
638,603267,鸿远电子,66.15,3.68,2.35,0,1.58,1.2,5.24,2.37亿,2.32亿,153.37亿,34.45
639,300532,今天国际,18.32,3.68,0.65,0,2.56,1.13,4.36,8633.08万,1.87亿,34.17亿,13.23
640,300668,杰恩设计,20.02,3.68,0.71,0.25,3.27,1.6,6.84,5045.64万,7884.63万,15.79亿,39.56
641,2229,鸿博股份,38.17,3.67,1.35,0,13.38,1.23,7.01,25.01亿,4.93亿,188.24亿,亏损
642,300852,四会富仕,39.02,3.67,1.38,-0.03,1.43,1.4,4.09,5631.97万,1.02亿,39.77亿,20.01
643,300923,研奥股份,24.6,3.67,0.87,0,3.81,1.39,4.59,3219.87万,3476.00万,8.55亿,71.48
644,801,四川九洲,7.64,3.66,0.27,0,3.1,0.83,4.61,2.39亿,10.23亿,78.14亿,45.69
645,2063,远光软件,6.23,3.66,0.22,0.16,1.16,1.58,5.16,1.25亿,17.55亿,109.31亿,66.13
646,601881,中国银河,11.33,3.66,0.4,0.27,0.93,2.02,3.84,7.18亿,68.61亿,777.37亿,12.1
647,2938,鹏鼎控股,20.68,3.66,0.73,0.1,0.51,1.28,3.86,2.36亿,22.78亿,471.11亿,29.55
648,600775,南京熊猫,8.79,3.66,0.31,0.34,0.9,1.59,4.6,5233.07万,6.72亿,59.05亿,亏损
649,688347,华虹公司,47.37,3.65,1.67,0.02,7.04,1.63,4.53,3.41亿,1.04亿,49.25亿,25.59
650,600446,金证股份,12.78,3.65,0.45,0.16,2.01,1.67,4.54,2.38亿,9.41亿,120.24亿,91.64
651,688356,键凯科技,95.48,3.65,3.36,0.15,0.82,1.02,4.86,3402.65万,4456.51万,42.55亿,42.16
652,688630,芯碁微装,65.93,3.65,2.32,0.14,2.07,0.56,5.06,9324.08万,6971.44万,45.96亿,59.61
653,688403,汇成股份,9.95,3.65,0.35,0.1,1.4,1.07,4.17,5857.30万,4.26亿,42.38亿,50.62
654,2868,绿康生化,27.3,3.65,0.96,-0.22,0.89,1.57,3.53,3655.07万,1.53亿,41.71亿,亏损
655,2152,广电运通,12.23,3.64,0.43,-0.08,0.85,1.83,3.81,2.55亿,24.82亿,303.56亿,32.06
656,600721,百花医药,7.4,3.64,0.26,0.27,6.61,2.12,7.98,1.83亿,3.78亿,27.99亿,107.65
657,300017,网宿科技,6.55,3.64,0.23,0,2.08,1.61,3.96,3.06亿,22.74亿,148.98亿,30.92
658,300523,辰安科技,21.95,3.64,0.77,0,1.26,2.11,3.68,6364.76万,2.32亿,51.00亿,72.82
659,301369,联动科技,64.7,3.64,2.27,-0.05,4.59,1.28,3.84,7131.90万,2426.28万,15.70亿,119.71
660,2805,丰元股份,15.97,3.63,0.56,0,4.02,1.92,9.28,1.37亿,2.16亿,34.42亿,亏损
661,601099,太平洋,4,3.63,0.14,0.25,12.44,2.38,3.63,33.69亿,68.16亿,272.65亿,64.97
662,688238,和元生物,10,3.63,0.35,-0.1,1.66,1.25,5.8,5748.12万,3.55亿,35.54亿,亏损
663,300851,交大思诺,26.58,3.63,0.93,0.19,1.59,0.98,4.79,1929.94万,4615.48万,12.27亿,136.06
664,600640,国脉文化,10.29,3.62,0.36,0,0.66,1.62,4.63,5334.85万,7.96亿,81.88亿,90.71
665,2065,东华软件,6.58,3.62,0.23,0.15,1.31,1.78,4.41,2.47亿,29.03亿,191.01亿,23.91
666,2520,日发精机,6.01,3.62,0.21,-0.33,7.42,2.3,8.1,2.86亿,6.45亿,38.76亿,亏损
667,2055,得润电子,9.16,3.62,0.32,0,1.31,1.26,4.3,6963.28万,5.89亿,53.98亿,395.5
668,301252,同星科技,49.27,3.62,1.72,0,8.13,1.66,5,7917.15万,2000.00万,9.85亿,26.89
669,300560,中富通,17.22,3.61,0.6,0,3.33,0.92,4.69,1.06亿,1.87亿,32.19亿,114.69
670,300739,明阳电路,14.36,3.61,0.5,0,0.85,1.39,4.69,3495.26万,2.91亿,41.84亿,35.85
671,300291,百纳千成,5.75,3.6,0.2,0.52,2.06,1.48,5.59,9676.82万,8.27亿,47.57亿,亏损
672,2908,德生科技,12.94,3.6,0.45,0,2.19,1.05,4.64,8618.02万,3.09亿,39.94亿,62.58
673,600186,莲花健康,5.18,3.6,0.18,0,5.52,0.94,7.4,5.00亿,17.94亿,92.92亿,92.63
674,603701,德宏股份,12.95,3.6,0.45,0,1.23,1.15,5.44,4118.89万,2.61亿,33.85亿,113.26
675,2380,科远智慧,18.71,3.6,0.65,-0.05,2.86,1.43,5.04,7512.47万,1.42亿,26.52亿,51.59
676,2952,亚世光电,16.7,3.6,0.58,0,3.78,2.88,5.58,8294.25万,1.32亿,22.05亿,32.49
677,300787,海能实业,17.87,3.59,0.62,0.06,1.28,1.34,5.04,3258.72万,1.44亿,25.81亿,30.36
678,301311,昆船智能,23.38,3.59,0.81,0.09,6.31,1.31,4.12,8746.23万,6000.00万,14.03亿,107.68
679,2725,跃岭股份,9.83,3.58,0.34,0.1,10.99,1.65,6.74,2.25亿,2.10亿,20.64亿,亏损
680,601975,招商南油,3.47,3.58,0.12,0,5.07,2.34,5.37,8.51亿,48.53亿,168.39亿,9.99
681,688519,南亚新材,23.71,3.58,0.82,0.08,1.1,0.81,5.29,2361.72万,9190.97万,21.79亿,亏损
682,2895,川恒股份,17.96,3.58,0.62,0,0.88,1.17,3.98,7763.98万,4.96亿,89.10亿,16.49
683,2602,世纪华通,4.93,3.57,0.17,0,1.82,1.88,4.2,6.13亿,68.81亿,339.24亿,21.16
684,300572,安车检测,15.97,3.57,0.55,0.06,1.41,1.01,3.57,4076.00万,1.84亿,29.33亿,64.86
685,2139,拓邦股份,10.75,3.56,0.37,0.09,1.35,1.45,3.85,1.50亿,10.50亿,112.91亿,26.45
686,2888,惠威科技,14.54,3.56,0.5,0.14,3.14,1.96,4.34,3407.57万,7560.05万,10.99亿,亏损
687,301159,三维天地,49.15,3.56,1.69,0.02,9.9,1.47,4.93,1.58亿,3271.42万,16.08亿,亏损
688,300168,万达信息,9.6,3.56,0.33,0.21,1.32,1.46,4.53,1.70亿,13.61亿,130.69亿,亏损
689,1227,兰州银行,3.2,3.56,0.11,0.31,7.66,2.8,7.44,6.67亿,27.68亿,88.58亿,9.51
690,300881,盛德鑫泰,30.55,3.56,1.05,0.03,0.98,0.88,3.9,3253.30万,1.10亿,33.60亿,32.68
691,873593,鼎智科技,39.06,3.55,1.34,0,4.71,2.59,7.08,6503.85万,3593.05万,14.03亿,34.59
692,2045,国光电器,12.83,3.55,0.44,-0.08,2.07,1.14,3.87,1.23亿,4.68亿,60.01亿,46.66
693,601231,环旭电子,14.59,3.55,0.5,0,0.4,1.53,3.97,1.26亿,21.81亿,318.27亿,20.99
694,300279,和晶科技,5.84,3.55,0.2,0.17,2.09,1.7,5.14,5197.86万,4.32亿,25.20亿,67.37
695,300902,国安达,31.28,3.54,1.07,0.1,2.03,1.24,5,3456.98万,5479.57万,17.14亿,亏损
696,603098,森特股份,18.44,3.54,0.63,0,0.26,1.05,4.38,2495.70万,5.39亿,99.35亿,79.47
697,603280,南方路机,24.3,3.54,0.83,1.12,4.38,0.71,4.47,2815.13万,2710.17万,6.59亿,20.61
698,300448,浩云科技,5.86,3.53,0.2,0.17,2.59,1.03,4.77,7315.65万,4.90亿,28.71亿,373.86
699,301312,智立方,74.15,3.53,2.53,0.01,4.09,1.04,4.75,5058.26万,1681.63万,12.47亿,63.79
700,300035,中科电气,10.55,3.53,0.36,0,1.72,1.18,3.92,1.14亿,6.35亿,66.97亿,亏损
701,300440,运达科技,7.04,3.53,0.24,0.14,0.97,1.13,4.41,2996.42万,4.43亿,31.21亿,127.24
702,2051,中工国际,10.27,3.53,0.35,0,1.41,1.53,4.54,1.76亿,12.37亿,127.05亿,23.41
703,300804,广康生化,35.23,3.53,1.2,-0.03,5.8,2.33,4.73,3427.09万,1698.30万,5.98亿,46.13
704,300491,通合科技,22.92,3.52,0.78,0.04,3.14,1.46,4.34,1.10亿,1.54亿,35.39亿,55.55
705,300903,科翔股份,9.7,3.52,0.33,-0.31,2.62,1.1,4.59,6899.54万,2.75亿,26.70亿,亏损
706,2292,奥飞娱乐,7.96,3.51,0.27,0,4.99,1.81,4.29,3.84亿,9.75亿,77.63亿,97.35
707,300550,和仁科技,14.16,3.51,0.48,0.07,0.52,1.46,4.61,1906.58万,2.62亿,37.07亿,亏损
708,603230,内蒙新华,11.8,3.51,0.4,0.17,3.46,2.06,3.95,3624.95万,8940.10万,10.55亿,13.38
709,2650,加加食品,4.13,3.51,0.14,0.24,0.88,1.47,4.01,4144.59万,11.52亿,47.58亿,610.86
710,300083,创世纪,6.2,3.51,0.21,0,1.6,1.45,4.17,1.32亿,13.53亿,83.88亿,25.28
711,301456,盘古智能,36.95,3.5,1.25,0,6.59,1.2,4.51,8321.28万,3459.36万,12.78亿,47.41
712,2655,共达电声,11.53,3.5,0.39,0.09,1.12,1.29,3.77,4575.52万,3.60亿,41.50亿,86.58
713,688222,成都先导,15.1,3.5,0.51,0.07,0.71,1.11,4.59,4195.21万,4.01亿,60.50亿,519.69
714,300303,聚飞光电,5.33,3.5,0.18,0.19,2.49,1.32,4.27,1.65亿,12.53亿,66.81亿,30.32
715,300433,蓝思科技,12.14,3.5,0.41,-0.16,0.39,1.47,4.35,2.29亿,49.61亿,602.22亿,54.46
716,688047,龙芯中科,88.18,3.49,2.97,-0.14,0.78,1.02,4.45,1.89亿,2.78亿,245.51亿,亏损
717,2073,软控股份,6.83,3.48,0.23,0.15,1.35,1.67,4.7,8579.76万,9.41亿,64.29亿,34.79
718,688146,中船特气,36.83,3.48,1.24,0.05,2.49,1.06,3.96,5356.18万,5907.77万,21.76亿,56.65
719,688063,派能科技,129.35,3.48,4.35,0.04,2.98,1.23,3.74,3.95亿,1.04亿,134.26亿,16.39
720,603867,新化股份,30.65,3.48,1.03,0,1.1,1.06,5,6139.55万,1.86亿,56.88亿,20.62
721,2599,盛通股份,6.25,3.48,0.21,0.16,3.72,1.26,4.14,9251.02万,4.02亿,25.14亿,亏损
722,2857,三晖电气,18.75,3.48,0.63,0,1.2,2.03,6.68,2828.06万,1.28亿,24.00亿,亏损
723,300990,同飞股份,43.76,3.48,1.47,0.09,10.93,0.91,7.26,1.95亿,4212.00万,18.43亿,54.99
724,300588,熙菱信息,12.23,3.47,0.41,0.16,8.31,0.87,4.65,1.45亿,1.44亿,17.67亿,亏损
725,605577,龙版传媒,10.44,3.47,0.35,0.1,1.74,1.21,4.26,3368.82万,1.88亿,19.67亿,18.12
726,301285,鸿日达,14.33,3.47,0.48,-0.07,9.51,1.22,4.4,6993.17万,5167.00万,7.40亿,352.8
727,300399,天利科技,12.85,3.46,0.43,0.16,2.33,1.41,4.03,5724.64万,1.94亿,24.89亿,亏损
728,601886,江河集团,8.07,3.46,0.27,-0.12,0.48,1.33,4.1,4355.27万,11.33亿,91.43亿,15.63
729,301053,远信工业,25.11,3.46,0.84,-0.08,4.13,1.15,3.54,2382.65万,2326.49万,5.84亿,95.48
730,2439,启明星辰,27.8,3.46,0.93,0,1.18,1.64,5.84,2.35亿,7.24亿,201.39亿,70.97
731,2987,京北方,18.84,3.46,0.63,0,1.24,0.96,4.5,9828.76万,4.28亿,80.67亿,27.64
732,2792,通宇通讯,16.45,3.46,0.55,0,13.22,0.72,4.4,5.16亿,2.40亿,39.54亿,78.89
733,688215,瑞晟智能,35.6,3.46,1.19,0,1.27,1.44,4.68,1262.39万,2817.07万,10.03亿,101.71
734,600165,宁科生物,3.89,3.46,0.13,0.26,1.1,1.22,3.99,2877.27万,6.85亿,26.64亿,亏损
735,603489,八方股份,56.36,3.45,1.88,0,0.19,1.12,3.96,1818.27万,1.68亿,94.67亿,45.38
736,301255,通力科技,49.19,3.45,1.64,-0.02,17.91,1.18,6.25,2.38亿,2720.00万,13.38亿,64.91
